[0.00s -> 1.52s]  Wait, talk. I don't think people can hear you.
[209.06s -> 214.94s]  We're finally bringing to the home console. Yeah, my dream is generation. Why is my true? Oh fuck. Hold on
[214.94s -> 218.26s]  I'm gonna disconnect for like five seconds. I'm lagging. There we go
[219.02s -> 225.26s]  Sorry, I was running. I'm good. I'm good. We're good. Good. Welcome to the e3 conference. I'm here. I'm here. I'm good
[225.26s -> 228.01s]  I'm good. I'm good. I'm good. Okay
[228.17s -> 234.09s]  Now if you could follow your own advice and please the movie is starting I want some complete silence. All right
[234.09s -> 239.69s]  All right. All right. I'm good. I'm good. We're old depth of the trailers. They've worked a long time on creating
[240.43s -> 248.19s]  Yeah, I can turn this up. What did you want to talk about? I don't have time
[248.19s -> 251.55s]  There's there is not enough time to get into it. It's like a whole
[253.07s -> 257.77s]  Shit on the screen get this off the screen. How do I turn this off? How do I get this off?
[259.51s -> 264.99s]  20 years you click on on the right side. There's a there's a twitch gaming pop-out and like you click on that
[266.39s -> 268.39s]  That's a not visible
[269.91s -> 271.91s]  All right
[272.67s -> 280.29s]  Watch this guy talking everyone around will come together and celebrate what games mean to all of us
[280.29s -> 284.09s]  But you don't know how to mute me so I'm self-conscious now fuck they've meant even more all right
[284.09s -> 289.17s]  Stop Todd's talking for being with us today. Thank you for the support. You give us and one another
[289.41s -> 294.92s]  He thinks we're friends 20 and I wouldn't be here if it wasn't for the friendships
[294.92s -> 301.60s]  We've had that whole time at Bethesda. We believe video games do one thing better than anything else
[301.96s -> 304.60s]  They transport us through art and technology
[305.52s -> 309.68s]  There's real magic when you step into a new world and can make it your own
[310.60s -> 318.00s]  We've traveled the worlds of Elder Scrolls of fallout and now for the first time in over 25 years
[318.60s -> 320.60s]  We're creating a new universe
[320.64s -> 326.68s]  With starfield oh we already knew that hundreds of years in our future. It's a new that did you know that about hope?
[327.20s -> 331.16s]  Your humanity and yeah, I'm greatest mystery
[331.36s -> 334.78s]  It's a game we've dreamt of playing and it wasn't till now
[335.78s -> 341.06s]  Where the technology and the team who's hard it was your first time don't worry about it make that dream a reality
[342.10s -> 348.06s]  We're excited to finally share our first in-game teaser and something was in game all right
[348.06s -> 353.54s]  I'm on my phone. Are you what I was just like
[354.58s -> 361.08s]  Attention all right quiet. I did that during Elden ring. I didn't even realize it was on screen
[361.08s -> 380.19s]  I just talked over it stop dude am I the guy that has to tell his own friend to shut the fuck up at the movie
[380.51s -> 384.03s]  No one's there where I'm talking about. He's walking. He's climbing a ladder
[384.03s -> 387.23s]  Can you visually see this or do you need your ears to hear the ladder clank?
[387.23s -> 394.23s]  You may as well just be smoking a cigarette next to me like get the put that shit out. They say okay the wonder is
[394.75s -> 397.59s]  Not that the field of stars is so vast
[398.47s -> 400.47s]  But that we have measured it
[400.59s -> 405.44s]  You're part of constellation now part of our family
[406.76s -> 408.52s]  What you found?
[408.52s -> 410.76s]  It's the key to unlocking
[411.76s -> 420.30s]  Everything this is all we've been working towards
[422.06s -> 427.98s]  I have so many drinks. I don't know which one my drink. We've come to the beginning of humanity. Excuse me
[443.80s -> 448.20s]  To discover what's out there
[448.20s -> 450.20s]  Yeah
[451.00s -> 462.10s]  Yeah, no gameplay no by can I tell you I'm sick. I'm sick of the space shit
[463.30s -> 465.30s]  Space shit, and we saw this movie already
[466.14s -> 470.91s]  Space shit is the new zombie shit. It's the new I don't I don't care for space stuff anymore
[471.59s -> 480.58s]  Okay, so um I mean there's this gigantic vast universe, and you just don't want anything to take place in it
[480.58s -> 485.84s]  But I it's just like I'm sad honest. I'm sick of seeing the guy the astronaut helmet on I've seen it a thousand times
[488.03s -> 490.73s]  Water I don't I'm sick of seeing
[499.87s -> 504.23s]  I did imagine a movie that like every every like five to ten minutes. It's stopped
[511.23s -> 513.23s]  You get to discuss what you just watch
[514.07s -> 516.07s]  Well, yeah, I mean how many buzzwords
[517.43s -> 519.43s]  Somebody
[522.75s -> 528.16s]  We are committed to forging the next getting Komodo hype right now, what is that?
[531.68s -> 533.68s]  It's only 50% that's not
[534.88s -> 540.68s]  50% you guys you gotta spam it gamers rise up not here. Do you spend it in this?
[541.92s -> 543.92s]  Is the main chat
[544.40s -> 550.40s]  If you do it in there it counts it's all twitch does not count so today of course they count
[551.20s -> 555.84s]  This looks bad. We can't even get it to 50% show 30 tight. Yeah, you got to amp it up
[557.08s -> 564.76s]  If it gets to the top every single they cancel Starfield today is optimized for Xbox series X and S
[565.52s -> 569.02s]  This is weird to have this on the screen and features
[571.16s -> 573.52s]  This is I don't know why this should not be on
[574.20s -> 580.98s]  This is the equivalent of us saying do we just talk over her like they're trying to put something on the screen to entertain you
[580.98s -> 584.16s]  Well, she just like does like the Naruto filler
[584.80s -> 589.72s]  Like oh, this is the last like five years of games. We've released. We're gonna tell you that we did this and
[590.32s -> 595.42s]  You you guys just like play with this toy. We give you for a second, but it's filled. So what happens?
[597.76s -> 601.28s]  What if she looked over to the left of the screen and was like, oh the height meter filled
[601.32s -> 605.56s]  That's what I put on the funny hat and like it's like a hat comes down she puts it on
[605.88s -> 611.64s]  Well logically that can't happen because this is streaming on multiple platforms and only twitch has the meter. Oh shit
[611.64s -> 613.64s]  This is actually a gameplay. Oh
[613.68s -> 615.68s]  you know what I mean, I
[616.16s -> 618.16s]  Thought this was light
[618.60s -> 620.60s]  It looks so real
[622.48s -> 624.78s]  Your place talker got to
[627.02s -> 630.94s]  We can do it movie theater style, hey, dude, did you play stalker?
[631.90s -> 636.38s]  I tried to like a long time ago and I I didn't have a good computer and it just crashed so I gave up
[636.38s -> 638.38s]  Yeah, yeah, who is that? Who is that?
[640.30s -> 645.74s]  John stalker I what I was in the bathroom. What's that guy do?
[648.16s -> 655.92s]  Character from Metro. Okay. Hey, it's your fucking seat. I got sticky
[664.48s -> 666.64s]  Sorry, sorry the movie's too loud
[681.02s -> 694.10s]  This really looks like Metro this game's kind of fun it really was I've heard a lot of good things
[697.61s -> 701.46s]  I think you would actually like this game. I think I would too
[701.90s -> 703.90s]  I mean like the whole series
[722.74s -> 724.74s]  That is you talking I don't know why for some reason
[762.38s -> 767.66s]  I was looking down at my water and I looked up and I thought that the model he was dancing with did not load in
[767.66s -> 769.66s]  And they were freaking out behind the scenes
[801.14s -> 803.14s]  Donald Waller
[818.26s -> 820.94s]  Mutual sir actually looks kind of look a bit pretty good. Yeah
[821.90s -> 823.58s]  That's a hush. Oh
[823.58s -> 828.44s]  One of them is a sushi. Um, I just want to let you know
[828.44s -> 835.60s]  Can everyone listening know that I've decided so that we can have a totally neutral and our biased review of e3
[838.04s -> 840.60s]  You're gonna disagree with me on everything. Yeah
[842.08s -> 843.92s]  This game looks like garbage
[844.12s -> 848.46s]  It was a typically a slower pace to tactical game and they've got people running around
[857.25s -> 862.16s]  It's like you German what
[875.69s -> 878.82s]  Understand you you get into these like
[880.66s -> 882.66s]  People get it
[882.66s -> 884.66s]  Oh wait, you know
[888.66s -> 893.77s]  Roll the tape back
[893.77s -> 895.57s]  streamer reveal I
[895.57s -> 898.38s]  Gotta tell you what I did today
[898.98s -> 903.90s]  You gotta just why you were late. Yes, and it's fucking horrible. Listen to me. This is important
[903.90s -> 907.34s]  I wish I could pause e3, you know, I mean we got like we got stuff to talk about the movie
[907.62s -> 911.02s]  So I was in a rush and I fuck this more
[911.66s -> 914.78s]  It's just left for dead again. We've all played it before
[915.18s -> 920.90s]  Okay, we've seen this we all already know that dead deep rock galactic is a better game move on
[921.74s -> 925.80s]  so before I got here, I just got a new deodorant, right and
[926.44s -> 930.00s]  I grabbed it and but without even thinking I
[930.52s -> 935.28s]  Just brand new I took the top off the deodorant because I was in a rush got out of the showers
[935.28s -> 938.60s]  like I gotta get fucking get there gotta get to the movie, right and I ripped the top off and went
[939.64s -> 942.64s]  And scrape with the plastic shit still on it
[943.00s -> 948.82s]  Plastic nub on it and I caused like damage to the underarm here. It was like gotta go gotta go
[950.92s -> 952.92s]  It was horrible I have like a cup there
[953.48s -> 957.80s]  Took me like five minutes to figure out what I was gonna do. Okay, I took you five minutes
[957.80s -> 959.80s]  And that's why you were 30 minutes late
[960.36s -> 964.97s]  Well, I cut my underarm it hurt a lot
[965.49s -> 969.97s]  It was awful. It hurt a shit load
[973.57s -> 977.28s]  All right, what are you doing that?
[977.40s -> 982.94s]  What do I think what I said? I think that
[983.74s -> 989.62s]  Everyone has wanted a left for dead sequel for like 10 years and no one made it and now that they've made it
[989.62s -> 994.42s]  it's outdated and other people have done it better and you could really try deep rock galactic if you haven't or
[996.26s -> 998.26s]  Personal favorite of EDF
[999.94s -> 1004.22s]  No one gives EDF a chance, but they're all gonna play left for dead again
[1006.95s -> 1012.13s]  EDF was fun, but EDF I think that people just don't know what to do about multiplayer anymore
[1012.65s -> 1017.37s]  It's just like I guess four of you have guns and shoot it people running at you
[1017.37s -> 1023.13s]  I would not evolved from like the grab three of your buddies and shoot at people sprinting at you
[1023.13s -> 1025.30s]  I don't know. How how do we do that?
[1027.42s -> 1033.38s]  Do you like this is what I brought up last time last time they showed the e3 for the first time and you know
[1033.38s -> 1038.74s]  Everyone big disarray cuz you got I'm a hard person to agree with. How do you feel about reloading guns?
[1039.32s -> 1043.84s]  Personally, where you stand on this? I think it gives a pause for you to have to stretch each other
[1043.96s -> 1047.80s]  Make sure that you can it's it's a risk and reward
[1048.32s -> 1053.12s]  Okay, so this is why we're good because we're neutrally balanced that I'm gonna disagree with you on everything
[1054.08s -> 1058.14s]  Well, we got all these zombies running towards you who wants to stop shooting them
[1058.14s -> 1061.80s]  That's why doom was so good and everyone loved doom because you can just jump around and keep shooting them
[1061.86s -> 1067.94s]  What is the reload animations and these left-for-dead games are like, okay, shoot you shoot for a second reload for four
[1068.46s -> 1071.14s]  Thanks kid. Can you two shut the fuck up back there?
[1075.22s -> 1082.48s]  Talking the whole movie next question. Do you think DMCA is real or made up? I think DMCA is made up
[1083.10s -> 1084.18s]  Yeah
[1084.18s -> 1088.04s]  No, I don't well then explain this how come
[1088.62s -> 1094.58s]  No streamers have been banned. I don't know because everyone freaked out
[1095.22s -> 1099.10s]  they mute your stream if you have like a portion of this they will mute it and
[1099.50s -> 1103.42s]  Now everyone's saying that I don't know. Why are you fucking up my whole worldview?
[1104.26s -> 1105.79s]  Well
[1105.79s -> 1109.23s]  You're listening to this popular song on your stream right now. Nothing's gonna happen, right?
[1109.79s -> 1112.55s]  Well, they have they have like they've suspended people
[1113.35s -> 1120.09s]  Who name a big streamer? They've suspended. I don't know. Don't pay attention. Fuck. I'm this is I'm terrible at these
[1121.01s -> 1125.83s]  Okay, how did you hear about DMCA claims being an issue?
[1126.35s -> 1134.84s]  Um, it's all like a reddit thread that said hey like they're kind of cracking down and then like twitch came out
[1134.84s -> 1140.72s]  Didn't twitch come on with thing that said that like that like hey, we're like DMC cracking down who told me that
[1145.64s -> 1153.82s]  I swear no, no, dude. I DMCA is but my youtube channel has been fucking strike before but not strike
[1153.82s -> 1157.38s]  But like shit has been what does it have to do with your twitch stream? They mute it
[1157.38s -> 1163.18s]  They mute it if they hold forces of odd. Are you here's the real question? Are you afraid of DMCA?
[1163.18s -> 1167.86s]  I am not afraid of DMCA. I am afraid of having my
[1168.66s -> 1173.96s]  Magical voice muted during a goddamn live stream while I'm talking and listening to music
[1174.66s -> 1180.10s]  Well, it doesn't happen while you're talking. Yes. It does if this music in the background mutes like 12 minutes of your stream
[1181.38s -> 1187.22s]  Yeah, and your VOD which isn't while you're talking. No one watches the VOD. They might do that shit. You never know who knows
[1187.22s -> 1192.86s]  Yeah, but on OBS now you can have your VOD save with a different track than the ones that you streamed with
[1193.54s -> 1198.32s]  Stop talking. Stop talking. This is very important. That was just Johnny Depp dude. Okay, it is. Okay, you're right
[1198.32s -> 1203.44s]  Actually, this is Johnny Depp. Do you remember the first time they showed Sea of Thieves at E3 and we were both like
[1203.44s -> 1206.28s]  This is the fucking game. This is the game changer
[1209.10s -> 1213.64s]  Trying to watch okay, I guess I'm trying to member over here
[1229.80s -> 1233.60s]  Oh, yes, and now one Davey Jones, I
[1240.98s -> 1244.46s]  Believe that now is the perfect time to use these cannons
[1246.02s -> 1248.45s]  This is perfect
[1257.31s -> 1264.75s]  I've never seen a Pirates of the Caribbean movie. Well, but the reason why this is perfect because the latest Johnny Depp
[1265.03s -> 1270.39s]  Jack Sparrow shit is like Johnny Depp pretending to be Jack Sparrow. It's it's kind of gotten that far
[1271.95s -> 1280.07s]  So now like he's CG so they're even pretending that the actor is a real person too. So if you see the first day where
[1281.01s -> 1284.87s]  What's his name? Jeff Goldblum came on to announce Jurassic Park
[1286.99s -> 1289.35s]  No, it's worth going back to watch
[1289.35s -> 1294.97s]  I swear he came back and did a parody of himself to make fun of everyone who wanted him to do it
[1294.99s -> 1308.24s]  It was really great. All right. Wait, what's um, all right Johnny Depp now available
[1308.24s -> 1311.80s]  Yeah, should I get Xbox game pass? I feel like it's gonna be worth it at some point soon
[1312.56s -> 1314.98s]  Do you have a computer?
[1314.98s -> 1317.86s]  Yeah, but that's oh
[1318.18s -> 1322.46s]  Okay, do you have I don't know tens of thousands of viewers
[1324.82s -> 1330.28s]  Is your purchasing of games that deductible in taxes
[1331.28s -> 1334.68s]  I'm times. Yeah, I don't think game pass is really gonna help
[1338.14s -> 1342.40s]  Okay, here's the real final question, I'm sorry last one
[1342.92s -> 1349.09s]  Are you going to play a game made later than 1980? Oh, this is people in like diapers on the screen
[1350.57s -> 1357.81s]  What you kusa is this and why have I not played it yet? I want to play this you you would actually love them
[1357.81s -> 1359.81s]  Yeah, I played because zero
[1360.53s -> 1372.19s]  I don't know. Why did some why everyone want me to play the first one zero? Why wouldn't I play that one free alpha gameplay?
[1380.09s -> 1385.31s]  Are you sick of the yeah, what do you think it's cool?
[1389.16s -> 1393.80s]  I'm a huge fan of the in. Um, what was the name of that movie?
[1394.88s -> 1396.28s]  district 9
[1396.28s -> 1398.50s]  That was a really good
[1398.50s -> 1405.98s]  But like cinematic trailer, huh? No. Yeah, I think I think I'm kind of over it. I'm actually kind of let's let's watch
[1406.60s -> 1438.50s]  I'll come on. Oh, hi
[1438.50s -> 1443.05s]  Let's get the buck chance to the chat. Oh
[1443.61s -> 1447.05s]  It's actually it's on the screen. Why are they doing this?
[1447.73s -> 1452.66s]  And it's like ruining the trailer for everybody that wants to do not listen to two dickheads talk over it
[1453.28s -> 1459.48s]  Yeah, let's see some pot. It's like hey, I'm watching this
[1459.48s -> 1485.75s]  I have a confession to make after this trail is over to about how I play battlefield whenever I played it
[1486.35s -> 1494.05s]  Okay, I've never killed one person in one game of battlefield. I don't think once
[1494.79s -> 1499.52s]  Once no, I just kind of walk around and shoot the like weapon at stuff in the air
[1500.04s -> 1503.72s]  Like my assault rifle and stuff at planes and stuff and I pretend like I'm playing
[1504.32s -> 1509.48s]  And I just revive people and then I don't ever play the game again. And like I don't and then people stop inviting me to play
[1515.78s -> 1517.80s]  I
[1517.80s -> 1522.68s]  Mine is actually a little bit similar is I find like a really tall hill and I lay on top of the hill
[1523.28s -> 1525.84s]  And I just kind of watch the battle
[1526.76s -> 1531.56s]  And every one minute I take a shot and like pretend I'm like sniping and like I feel cool
[1531.56s -> 1537.72s]  I don't hit anybody though. So I'm saying I have not killed anyone. So you play battlefield as an idle game
[1538.24s -> 1542.84s]  Well, yeah, like me and my friends we do a full squad and all four of us are on different hills
[1543.12s -> 1549.80s]  Just looking for other people on hills, but nobody really ever gets a shot in also. Are we still in the previews?
[1552.65s -> 1557.11s]  What these are these are games I know but like has this field come on talk yet
[1559.17s -> 1561.17s]  Todd was out talking
[1566.92s -> 1569.24s]  Well, this is not even Xbox this is Bethesda
[1570.76s -> 1576.80s]  Co a group thing. I see I seen this a lot too, but back at you
[1592.38s -> 1595.96s]  Yeah, but I feel like a lot
[1597.01s -> 1599.37s]  This is what I worry about, you know last day
[1600.01s -> 1604.49s]  You're like, hey, let's watch on the last day. You've already seen all these already. I haven't seen anything
[1605.09s -> 1610.82s]  I'm waiting for Elgin, right? You have you have not heard that like Psychonauts 2 is a thing. Well, yeah, but I'm
[1611.62s -> 1613.82s]  But it's closer to being released
[1614.50s -> 1625.43s]  There's three or four new clips in here
[1640.63s -> 1649.01s]  It's like it's actually fun, you know, I asked this question every single time this trailer shows
[1649.85s -> 1652.60s]  Have you ever played it nope
[1659.20s -> 1661.20s]  probably more fun than like
[1661.60s -> 1663.60s]  cleaning a dirty fence I
[1663.64s -> 1669.32s]  Don't know about that going to this game might have too many buttons for you
[1669.88s -> 1672.32s]  You think so? Yeah
[1672.36s -> 1685.81s]  We're getting just bang bang, but reveal reveal reveal
[1686.21s -> 1694.88s]  This is usually the moment when I say hello and welcome to the Bethesda e3 showcase
[1695.04s -> 1701.44s]  We love that we can share this you're not gonna do the Xbox this year and whether you've known Bethesda for 35 years or are just
[1702.32s -> 1704.32s]  35
[1705.32s -> 1707.32s]  35 what?
[1715.00s -> 1720.24s]  That's when you like pat me on the back and you're like good good job Jeremy. Yep. That's how old you are
[1721.28s -> 1728.82s]  I don't know how old you are. I don't know why we're talking what and today bringing ten more titles to game pass for a total of
[1729.78s -> 1735.14s]  You know how old you are Jeremy you're three yes, I'm free like the award-winning doom eternal
[1735.14s -> 1739.68s]  If you're looking for another reason to play it doom maternal will be optimized if you play doom
[1741.96s -> 1748.28s]  That's why you think the reloading is essential this next-gen upgrade will be not every single game has to have no reloads
[1752.24s -> 1758.72s]  Because then every game becomes like the zombie game every game becomes the the two choices that you have to make at oh
[1758.72s -> 1763.98s]  Which one who lives and who dies right that everybody? I don't want to do that. I want everything to be different
[1767.35s -> 1769.53s]  You were just complaining about every game is the same game
[1770.15s -> 1775.57s]  When was I complaining about that you said what it was the very beginning exploring every beginning this frame you said
[1775.91s -> 1780.15s]  No, I said it and then you agreed. I said man. Oh, what's with all these that left for dead clones, right?
[1780.15s -> 1784.47s]  It's a you show four people you said they shoot zombies. No what I said
[1785.47s -> 1791.03s]  Was that there's a better version of Left 4 Dead and you should just play the best version of each genre and that is deep
[1791.03s -> 1796.29s]  Rock galactic, and it's not even debatable everyone who plays this game knows this this is just true
[1796.29s -> 1801.19s]  I forgot our whole conversation already. I have to be honest. I'm just I'm just winging it here
[1801.99s -> 1806.92s]  All right, what is this?
[1812.68s -> 1819.10s]  Do you think they're ever gonna Diablo 3 this game and they'll come out with Reaper souls
[1819.18s -> 1823.48s]  And people it'll be actually kind of fun. I think people are enjoying it that
[1824.14s -> 1826.77s]  still play it
[1826.93s -> 1828.37s]  but
[1828.37s -> 1834.01s]  No one who had the initial impression that they think it's bad is ever gonna go back and like try it again
[1835.37s -> 1840.97s]  It would take years for like a whole new generation of people to just forget what it was like when they launched it
[1842.61s -> 1844.61s]  People saying it's kind of fun
[1844.69s -> 1850.06s]  Yeah, I've honestly not been hearing bad things about it what the launch was, you know
[1850.98s -> 1854.54s]  One of the worst I thought you understood what that insignia meant
[1856.06s -> 1867.83s]  No power another brotherhood. I said this plan in motion and I am the only one who can stop them people like CBT, too
[1870.65s -> 1877.33s]  I'm surprised. That's the kind of comment you would read righteous crusade. Well, it looks like you don't know me very well, do you?
[1877.33s -> 1882.31s]  I guess I don't been watching the stream lately. I don't know. Do you talk about CBT often? I might
[1883.15s -> 1889.31s]  Know I thought CBT was a time zone when people started spamming it like a year ago. Oh really I think I thought it was
[1889.31s -> 1891.31s]  Central British time
[1893.03s -> 1897.96s]  Yeah, never mind I'm not joining now
[1912.07s -> 1914.07s]  It's a follow I
[1934.44s -> 1938.92s]  Would take 30 less trash cans on the screen for this to run at 60 FPS
[1939.56s -> 1942.50s]  And everyone else agree that with that
[1942.78s -> 1952.02s]  Big agree, but there's the games always actually have that mod. Wait. No, I'm not supposed to be agreeing with you
[1952.02s -> 1958.10s]  Oh, I think the the graphical fidelity is worth the loss of frames because I can't see over 24. Anyway
[1958.10s -> 1963.50s]  Studio has now surpassed 18 million players and shows no signs of slowing down
[1963.86s -> 1968.90s]  Right now still going enjoying the new Blackwood chapter part of the gates of oblivion your long
[1968.90s -> 1973.62s]  I feel like the whole Bethesda conference has me been going they're still working on this
[1974.34s -> 1979.18s]  This is still a game. They haven't like liquidated this whole franchise. Like that's what I've been saying the whole time
[1979.18s -> 1986.00s]  So console enhanced this Tuesday the game would deliver a true native experience. I have heard for the series. No, wait, that's
[1986.68s -> 1994.54s]  That's fine. Repeat every single thing you said about fallout 76, but like change the wording to elder scrolls online
[1995.66s -> 2004.20s]  This is the mobile one. No, this is not the mobile. Yes. Look. Yeah, this looks like a mobile game. You tell them
[2004.38s -> 2006.38s]  No, no, no, I just
[2006.78s -> 2012.94s]  Elder scrolls online that was the console one that it was I came on a console right?
[2012.94s -> 2016.62s]  That was a big deal. What came out on console? That was a big deal that it came out on console
[2017.26s -> 2025.06s]  Right a big deal that an elder scrolls game came out on a console. It's an MMO
[2025.06s -> 2031.32s]  It was like an MMO that came out on console again. Are you gonna play any games that have come out after 1980?
[2032.08s -> 2036.43s]  Well, why is every question marking me? What am I talking about?
[2037.07s -> 2045.68s]  Wasn't wasn't when this when this when this first came out wasn't it on console and that was like, oh my god an MMO on console
[2045.68s -> 2054.20s]  No way. Yes. Yeah, it was that was Final Fantasy 14
[2054.84s -> 2058.81s]  Remember you're wrong stop
[2059.05s -> 2069.08s]  That was Final Fantasy 14. I mean like one guy might have said that I don't know if it was a thing
[2069.08s -> 2073.75s]  I thought that's what I thought. That was a big deal. Oh shit. Wait fall guys
[2074.47s -> 2077.29s]  Have they added? No, I'm not gonna be mean
[2077.93s -> 2087.56s]  This is not fall guys
[2087.56s -> 2095.28s]  yeah, if you want to like when you say you don't want to be mean if like a game comes up and you don't like
[2095.28s -> 2096.72s]  It but you don't want to be the one to say it
[2097.44s -> 2101.32s]  You want you want to just send you like a discord message every time I want to say something mean and you'll just say
[2101.32s -> 2106.34s]  No, no, you just ask me. What do you think about this and then I'll say it
[2107.48s -> 2120.64s]  Okay, I don't I don't have a filter. Oh, this actually kind of looks fun. This is that my bad game gang beasts
[2121.16s -> 2124.64s]  Pretty sure this is like gang beast too. Yeah, is it yeah
[2125.24s -> 2131.55s]  This looks like it could be fun kind of fun. Oh shit. This looks really fun
[2132.11s -> 2138.94s]  Well, not actually but yeah, it just looks like gangbeast
[2143.62s -> 2161.04s]  Actually, it's kind of fun. Hey you play this game
[2161.68s -> 2169.50s]  Wait, hold on before I say anything. I want to know what you felt about how you felt about this game
[2170.06s -> 2174.56s]  I felt that okay now go what I just want to make sure I was ready
[2175.44s -> 2177.16s]  Okay, wait
[2177.16s -> 2182.32s]  Why do you need to be ready? Because I just need to be ready. Are you capturing my soul?
[2184.48s -> 2187.96s]  I want to let's hear your thoughts. I want to hear my thoughts on Hades
[2188.60s -> 2196.00s]  Are that I'm really sick and tired of rogue light games requiring you to lose multiple times claiming that it's because their game is hard
[2196.72s -> 2199.64s]  Rather than just that they're gating you from being to
[2200.20s -> 2203.08s]  Accessing the things you need to actually win the game from the start
[2203.32s -> 2207.69s]  You know, we go back to the back in the day gamers who played fucking binding of Isaac
[2207.69s -> 2209.85s]  You could just go beat mom like what's the big deal?
[2210.05s -> 2217.11s]  But nowadays Hades is like you got to play for a couple of hours before you can do plus 300% damage and double your health
[2218.23s -> 2222.52s]  Sorry, I didn't listen
[2223.04s -> 2230.84s]  Essentially that was my game of the year last year. How fucking dare you first of all and second of all was it?
[2230.88s -> 2236.20s]  Yeah, I think it's a good game except for the first part where you need to unlock things
[2236.68s -> 2243.83s]  Here's here's the better example. I think Hades is encouraging the trend
[2243.99s -> 2252.36s]  Have you played the last spell the last spell is a tower defense rogue like but here's the catch
[2252.60s -> 2255.84s]  You can't actually build towers until you've lost a few times
[2256.36s -> 2260.08s]  You'd be a horrible boss to work for I think
[2264.13s -> 2268.09s]  Somebody would come to you with a concept of like a thing that they were making it'd be you'd be like
[2268.67s -> 2271.48s]  Nope
[2271.48s -> 2276.89s]  redo it and then and then they would they would redo it like a hundred times and
[2277.29s -> 2279.69s]  Then you would have already moved on to another project
[2282.79s -> 2288.88s]  Well, I feel like I'm giving I feel like I'm giving actual reasons and not just I'm not just telling them
[2288.88s -> 2296.05s]  No, try again. I feel like I would I would offer some form of guidance, but then you would have the perfect thing
[2296.15s -> 2303.56s]  What's your favorite game of all time?
[2304.04s -> 2311.74s]  Diablo 2 we can agree on that. Well, you're not supposed to be agreeing right now
[2315.38s -> 2317.38s]  Master Chief is back there
[2324.58s -> 2332.79s]  Our goal has always been to bring players together and for the first time we're thrilled to offer our entire
[2333.51s -> 2335.51s]  Quiet right now
[2337.39s -> 2342.31s]  You said quiet there's halo I know and then you waited 20 seconds instead
[2342.31s -> 2347.23s]  Why are we quiet and invite more of you than ever before to become a Spartan hero?
[2347.23s -> 2352.33s]  I'm excited to be here with Joseph Staten the creative
[2353.13s -> 2355.13s]  What's the last halo you played?
[2357.63s -> 2359.63s]  Me and me and Joel
[2360.83s -> 2367.41s]  We played on legendary the the remake remaster one for 40 minutes and it's the only time I've ever played it
[2367.41s -> 2370.17s]  I watched people play it and I was like
[2371.77s -> 2373.77s]  Halo 2 I've never played a halo game
